# The open device fingerprint database.
#
# Every line maps something observable on the wire to something we can conclude
# about the device that emitted it. This file is plain data on purpose: the
# person who knows that a Zebra label printer announces itself a particular way
# is rarely a Go programmer, and requiring a code change to record that fact is
# the reason no open dataset of this kind exists today.
#
# format: table<TAB>match<TAB>conclusion<TAB>weight<TAB>spec
#
#   table       which signal this rule applies to (see the sections below)
#   match       a lowercase substring; the rule fires if the observed value contains it
#   conclusion  os=... | class=... | vendor=...
#   weight      0..1, how much this observation is worth ON ITS OWN
#   spec        specificity. 1 is normal. Use 2 for a conclusion that refines a
#               vaguer one ("Windows 7" over "Windows") so the precise answer
#               wins even against a higher-weighted generic signal.
#
# Weights, roughly:
#   0.9  the device effectively announced what it is
#   0.7  a strong, rarely-wrong indicator
#   0.5  a good indicator with known false positives
#   0.3  suggestive only, meant to combine with others
#
# Keep weights honest. Several weak signals combine as noisy-OR, so a signal
# scored as proof when it is merely suggestive does not just mislead on its own
# line — it drags every device sharing that signal toward false certainty.
#
# PROVENANCE RULE, and it is not optional:
# Entries must be derived from your own observations, vendor documentation, or
# other public-domain sources. Do NOT copy rows out of Fingerbank. Their data is
# licensed ODbL, which is share-alike: anything derived from it must also be
# ODbL, and that would silently destroy the CC0 licence this file carries.

# ---------------------------------------------------------------------------
# vendor_class: hardware vendor (usually from the MAC OUI) implies a class
# ---------------------------------------------------------------------------
vendor_class	sonos	class=iot	0.8	1
vendor_class	nest labs	class=iot	0.8	1
vendor_class	texas instrument	class=iot	0.4	1
vendor_class	siemens	class=plc	0.6	1
vendor_class	rockwell	class=plc	0.85	1
vendor_class	schneider electric	class=plc	0.7	1
vendor_class	beckhoff	class=plc	0.85	1
vendor_class	phoenix contact	class=plc	0.8	1
vendor_class	wago	class=plc	0.85	1
vendor_class	omron	class=plc	0.8	1
vendor_class	mitsubishi electric	class=plc	0.7	1
vendor_class	moxa	class=plc	0.7	1
vendor_class	hirschmann	class=network	0.7	1

# ---------------------------------------------------------------------------
# dhcp_vendor_class: DHCP option 60, the single best passive signal available.
# The device states what it is, unprompted, the moment it joins the network.
# ---------------------------------------------------------------------------
dhcp_vendor_class	msft 5.0	os=Windows	0.9	1
dhcp_vendor_class	msft 98	os=Windows (legacy)	0.9	1
dhcp_vendor_class	android-dhcp	os=Android	0.9	2
dhcp_vendor_class	dhcpcd	os=Linux	0.6	1
dhcp_vendor_class	udhcp	os=Embedded Linux	0.6	1
dhcp_vendor_class	pxeclient	class=workstation	0.4	1
dhcp_vendor_class	jetdirect	class=printer	0.95	1
dhcp_vendor_class	hewlett-packard	vendor=HP	0.8	1
dhcp_vendor_class	epson	vendor=Seiko Epson	0.9	1
dhcp_vendor_class	brother	vendor=Brother	0.9	1
dhcp_vendor_class	canon	vendor=Canon	0.9	1
dhcp_vendor_class	lexmark	vendor=Lexmark	0.9	1
dhcp_vendor_class	ip phone	class=phone	0.9	1
dhcp_vendor_class	polycom	class=phone	0.9	1
dhcp_vendor_class	yealink	class=phone	0.9	1
dhcp_vendor_class	ubnt	class=network	0.8	1
dhcp_vendor_class	ubiquiti	class=network	0.8	1
dhcp_vendor_class	mikrotik	class=network	0.9	1
dhcp_vendor_class	cisco	vendor=Cisco	0.7	1
dhcp_vendor_class	vmware	class=vm	0.9	1
dhcp_vendor_class	axis	class=camera	0.8	1
dhcp_vendor_class	hikvision	class=camera	0.9	1
dhcp_vendor_class	dahua	class=camera	0.9	1
dhcp_vendor_class	zebra	class=printer	0.85	1
dhcp_vendor_class	ricoh	class=printer	0.85	1
dhcp_vendor_class	kyocera	class=printer	0.85	1
dhcp_vendor_class	sagemcom	class=network	0.8	1
dhcp_vendor_class	arris	class=network	0.8	1
dhcp_vendor_class	technicolor	class=network	0.8	1
dhcp_vendor_class	siemens	class=plc	0.5	1
dhcp_vendor_class	simatic	class=plc	0.95	1
dhcp_vendor_class	rockwell	class=plc	0.9	1
dhcp_vendor_class	beckhoff	class=plc	0.9	1
dhcp_vendor_class	wago	class=plc	0.9	1

# Vendor class strings that also imply a class (or a vendor, where the primary
# table concluded a class).
dhcp_vendor_class_secondary	jetdirect	vendor=HP	0.9	1
dhcp_vendor_class_secondary	epson	class=printer	0.8	1
dhcp_vendor_class_secondary	brother	class=printer	0.8	1
dhcp_vendor_class_secondary	canon	class=printer	0.7	1
dhcp_vendor_class_secondary	lexmark	class=printer	0.8	1
dhcp_vendor_class_secondary	mikrotik	vendor=MikroTik	0.9	1
dhcp_vendor_class_secondary	ubiquiti	vendor=Ubiquiti	0.9	1
dhcp_vendor_class_secondary	hikvision	vendor=Hikvision	0.9	1
dhcp_vendor_class_secondary	dahua	vendor=Dahua	0.9	1
dhcp_vendor_class_secondary	axis	vendor=Axis	0.8	1
dhcp_vendor_class_secondary	zebra	vendor=Zebra	0.85	1
dhcp_vendor_class_secondary	simatic	vendor=Siemens	0.9	1
dhcp_vendor_class_secondary	beckhoff	vendor=Beckhoff	0.9	1
dhcp_vendor_class_secondary	wago	vendor=WAGO	0.9	1

# ---------------------------------------------------------------------------
# user_agent: HTTP User-Agent
#
# Version-specific operating systems are spec 2 — an out-of-support Windows box
# is one of the most useful things this tool can surface, and it must not be
# masked by a generic "Windows" from a DHCP vendor class.
# ---------------------------------------------------------------------------
user_agent	windows nt 10.0	os=Windows 10/11	0.8	2
user_agent	windows nt 6.3	os=Windows 8.1	0.8	2
user_agent	windows nt 6.2	os=Windows 8 (end of life)	0.8	2
user_agent	windows nt 6.1	os=Windows 7 (end of life)	0.8	2
user_agent	windows nt 6.0	os=Windows Vista (end of life)	0.8	2
user_agent	windows nt 5.1	os=Windows XP (end of life)	0.8	2
user_agent	macintosh; intel mac os x	os=macOS	0.8	2
user_agent	cros 	os=ChromeOS	0.8	2
user_agent	iphone	os=iOS	0.85	2
user_agent	ipad	os=iPadOS	0.85	2
user_agent	android	os=Android	0.85	2
user_agent	x11; linux	os=Linux	0.7	1
user_agent	debian apt-http	os=Debian/Ubuntu	0.8	2
user_agent	curl/	class=server	0.2	1

user_agent_class	windows nt	class=workstation	0.5	1
user_agent_class	macintosh	class=workstation	0.5	1
user_agent_class	iphone	class=mobile	0.85	1
user_agent_class	ipad	class=mobile	0.85	1
user_agent_class	android	class=mobile	0.7	1
user_agent_class	debian apt-http	class=server	0.5	1

# ---------------------------------------------------------------------------
# ssh_banner: SSH version strings, from either side of the connection
# ---------------------------------------------------------------------------
ssh_banner	ubuntu	os=Ubuntu	0.85	2
ssh_banner	debian	os=Debian	0.85	2
ssh_banner	freebsd	os=FreeBSD	0.85	2
ssh_banner	rosssh	vendor=MikroTik	0.9	1
ssh_banner	cisco	vendor=Cisco	0.85	1
ssh_banner	dropbear	os=Embedded Linux	0.7	1
ssh_banner	openssh_for_windows	os=Windows	0.85	1

# ---------------------------------------------------------------------------
# server_banner: HTTP Server headers, FTP banners, SNMP sysDescr
#
# Embedded devices are far more honest in their banners than general-purpose
# operating systems, which makes this a strong signal for exactly the devices
# nobody has inventoried.
# ---------------------------------------------------------------------------
server_banner	iis/	os=Windows	0.8	1
server_banner	microsoft-httpapi	os=Windows	0.8	1
server_banner	apache	class=server	0.4	1
server_banner	nginx	class=server	0.4	1
server_banner	openwrt	class=network	0.85	1
server_banner	routeros	vendor=MikroTik	0.9	1
server_banner	mikrotik	vendor=MikroTik	0.9	1
server_banner	cisco ios	vendor=Cisco	0.9	1
server_banner	juniper	vendor=Juniper	0.9	1
server_banner	ubiquiti	vendor=Ubiquiti	0.9	1
server_banner	hikvision	class=camera	0.9	1
server_banner	dahua	class=camera	0.9	1
server_banner	axis	class=camera	0.8	1
server_banner	boa/	class=iot	0.7	1
server_banner	lighttpd	class=iot	0.3	1
server_banner	gsoap	class=camera	0.6	1
server_banner	jetdirect	class=printer	0.9	1
server_banner	hp http server	class=printer	0.85	1
server_banner	synology	class=nas	0.9	1
server_banner	qnap	class=nas	0.9	1
server_banner	truenas	class=nas	0.9	1
server_banner	freenas	class=nas	0.9	1
server_banner	vxworks	class=iot	0.7	1
server_banner	siemens	class=plc	0.8	1
server_banner	rockwell	class=plc	0.85	1
server_banner	allen-bradley	class=plc	0.9	1
server_banner	schneider	class=plc	0.8	1
server_banner	simatic	class=plc	0.95	1
server_banner	codesys	class=plc	0.9	1
server_banner	beckhoff	class=plc	0.9	1
server_banner	wago	class=plc	0.9	1
server_banner	unitronics	class=plc	0.9	1
server_banner	niagara	class=iot	0.85	1
server_banner	bacnet	class=iot	0.85	1

# ---------------------------------------------------------------------------
# hostname_prefix: names devices give themselves
# ---------------------------------------------------------------------------
hostname_prefix	desktop-	class=workstation	0.7	1
hostname_prefix	laptop-	class=workstation	0.7	1
hostname_prefix	win-	os=Windows	0.5	1
hostname_prefix	brn	vendor=Brother	0.6	1
hostname_prefix	npi	vendor=HP	0.6	1
hostname_prefix	epson	vendor=Seiko Epson	0.7	1
hostname_prefix	raspberrypi	os=Linux	0.7	1
hostname_prefix	macbook	os=macOS	0.7	2
hostname_prefix	iphone	class=mobile	0.7	1
hostname_prefix	ipad	class=mobile	0.7	1
